danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,audio_features,0Jci9dBlCSDgL5ivMMSAQx,spotify:track:0Jci9dBlCSDgL5ivMMSAQx,https://api.spotify.com/v1/tracks/0Jci9dBlCSDgL5ivMMSAQx,https://api.spotify.com/v1/audio-analysis/0Jci9dBlCSDgL5ivMMSAQx,160133,4,rock
0.288,0.967,2,-3.703,1,0.0924,5.34e-06,6.7e-06,0.178,0.159,154.992,audio_features,0NJA5aZhix2ckztbwh9EZT,spotify:track:0NJA5aZhix2ckztbwh9EZT,https://api.spotify.com/v1/tracks/0NJA5aZhix2ckztbwh9EZT,https://api.spotify.com/v1/audio-analysis/0NJA5aZhix2ckztbwh9EZT,235800,4,rock
0.432,0.848,4,-8.095,0,0.0878,0.274,0.0344,0.233,0.743,81.201,audio_features,0NSeXLBOh16zjbENkAu0P6,spotify:track:0NSeXLBOh16zjbENkAu0P6,https://api.spotify.com/v1/tracks/0NSeXLBOh16zjbENkAu0P6,https://api.spotify.com/v1/audio-analysis/0NSeXLBOh16zjbENkAu0P6,294000,4,rock
0.347,0.93,10,-3.477,0,0.063,0.000141,0.000332,0.059,0.375,162.057,audio_features,0NgtsllfAuvDGUts5g8EKT,spotify:track:0NgtsllfAuvDGUts5g8EKT,https://api.spotify.com/v1/tracks/0NgtsllfAuvDGUts5g8EKT,https://api.spotify.com/v1/audio-analysis/0NgtsllfAuvDGUts5g8EKT,274445,4,rock
0.63,0.788,5,-6.7,1,0.0298,0.00322,0.0237,0.0883,0.63,120.059,audio_features,0OBwxFLu6Yj61s2OagYbgY,spotify:track:0OBwxFLu6Yj61s2OagYbgY,https://api.spotify.com/v1/tracks/0OBwxFLu6Yj61s2OagYbgY,https://api.spotify.com/v1/audio-analysis/0OBwxFLu6Yj61s2OagYbgY,241080,4,rock
0.358,0.48,9,-11.79,1,0.0849,0.521,0.00428,0.178,0.356,120.317,audio_features,0OOc4CWq6Cg8fTFE1vCvwS,spotify:track:0OOc4CWq6Cg8fTFE1vCvwS,https://api.spotify.com/v1/tracks/0OOc4CWq6Cg8fTFE1vCvwS,https://api.spotify.com/v1/audio-analysis/0OOc4CWq6Cg8fTFE1vCvwS,413947,4,rock
0.552,0.66,5,-7.131,1,0.0321,0.0191,0.00153,0.168,0.579,150.037,audio_features,0QQJuiBB75tDJDsBnVKYnH,spotify:track:0QQJuiBB75tDJDsBnVKYnH,https://api.spotify.com/v1/tracks/0QQJuiBB75tDJDsBnVKYnH,https://api.spotify.com/v1/audio-analysis/0QQJuiBB75tDJDsBnVKYnH,241326,4,rock
0.712,0.953,1,-4.951,1,0.106,0.00232,4.91e-06,0.176,0.552,102.495,audio_features,0QlvzPsVzBJBQmO5roImhq,spotify:track:0QlvzPsVzBJBQmO5roImhq,https://api.spotify.com/v1/tracks/0QlvzPsVzBJBQmO5roImhq,https://api.spotify.com/v1/audio-analysis/0QlvzPsVzBJBQmO5roImhq,217385,4,rock
0.282,0.656,8,-6.557,1,0.0302,0.0105,0.0,0.0892,0.242,139.352,audio_features,0S3gpZzlT9Hb7CCSV2owX7,spotify:track:0S3gpZzlT9Hb7CCSV2owX7,https://api.spotify.com/v1/tracks/0S3gpZzlT9Hb7CCSV2owX7,https://api.spotify.com/v1/audio-analysis/0S3gpZzlT9Hb7CCSV2owX7,251867,4,rock
0.628,0.934,11,-6.026,1,0.0527,0.00682,1.11e-05,0.0852,0.491,126.538,audio_features,0SFS1LxNP5wgnoDA7nGKQu,spotify:track:0SFS1LxNP5wgnoDA7nGKQu,https://api.spotify.com/v1/tracks/0SFS1LxNP5wgnoDA7nGKQu,https://api.spotify.com/v1/audio-analysis/0SFS1LxNP5wgnoDA7nGKQu,265893,4,rock
0.549,0.721,9,-6.112,0,0.0525,0.0407,0.0,0.133,0.201,92.011,audio_features,0SNXBysmYhDItZv0o7lMo4,spotify:track:0SNXBysmYhDItZv0o7lMo4,https://api.spotify.com/v1/tracks/0SNXBysmYhDItZv0o7lMo4,https://api.spotify.com/v1/audio-analysis/0SNXBysmYhDItZv0o7lMo4,238154,4,rock
0.549,0.916,4,-4.185,0,0.034,0.0049,0.123,0.104,0.632,127.131,audio_features,0SvfyHYDp2uIsHt53LDlI9,spotify:track:0SvfyHYDp2uIsHt53LDlI9,https://api.spotify.com/v1/tracks/0SvfyHYDp2uIsHt53LDlI9,https://api.spotify.com/v1/audio-analysis/0SvfyHYDp2uIsHt53LDlI9,219400,4,rock
0.694,0.739,2,-4.082,1,0.0378,0.175,3.93e-06,0.141,0.408,111.943,audio_features,0UDWsKlQFNj0O3aFEdFvjH,spotify:track:0UDWsKlQFNj0O3aFEdFvjH,https://api.spotify.com/v1/tracks/0UDWsKlQFNj0O3aFEdFvjH,https://api.spotify.com/v1/audio-analysis/0UDWsKlQFNj0O3aFEdFvjH,296312,4,rock
0.427,0.64,8,-11.846,1,0.0381,0.0317,0.00498,0.0882,0.745,126.794,audio_features,0Y2syr7jPC5v8tTvZIUEQZ,spotify:track:0Y2syr7jPC5v8tTvZIUEQZ,https://api.spotify.com/v1/tracks/0Y2syr7jPC5v8tTvZIUEQZ,https://api.spotify.com/v1/audio-analysis/0Y2syr7jPC5v8tTvZIUEQZ,219373,4,rock
0.583,0.375,7,-13.685,1,0.0288,0.757,3.27e-05,0.152,0.376,95.991,audio_features,0Z5Mw2KAMIY1VCY62veecM,spotify:track:0Z5Mw2KAMIY1VCY62veecM,https://api.spotify.com/v1/tracks/0Z5Mw2KAMIY1VCY62veecM,https://api.spotify.com/v1/audio-analysis/0Z5Mw2KAMIY1VCY62veecM,229070,4,rock
0.447,0.425,1,-8.749,1,0.0326,0.0308,0.00363,0.103,0.235,138.081,audio_features,0ZksEd0ZvluiqJnw0qJlqr,spotify:track:0ZksEd0ZvluiqJnw0qJlqr,https://api.spotify.com/v1/tracks/0ZksEd0ZvluiqJnw0qJlqr,https://api.spotify.com/v1/audio-analysis/0ZksEd0ZvluiqJnw0qJlqr,237000,4,rock
0.763,0.592,4,-9.746,1,0.032,0.0182,0.736,0.107,0.921,120.02,audio_features,0bFpXUYl7CxHnzjJV3dOq9,spotify:track:0bFpXUYl7CxHnzjJV3dOq9,https://api.spotify.com/v1/tracks/0bFpXUYl7CxHnzjJV3dOq9,https://api.spotify.com/v1/audio-analysis/0bFpXUYl7CxHnzjJV3dOq9,284665,4,rock
0.716,0.462,11,-9.312,0,0.0559,0.00468,0.539,0.135,0.602,129.841,audio_features,0bPvDZXAQ4Tsdg2ULFIpG0,spotify:track:0bPvDZXAQ4Tsdg2ULFIpG0,https://api.spotify.com/v1/tracks/0bPvDZXAQ4Tsdg2ULFIpG0,https://api.spotify.com/v1/audio-analysis/0bPvDZXAQ4Tsdg2ULFIpG0,180160,4,rock
0.697,0.568,2,-7.093,1,0.0392,0.259,0.0,0.197,0.758,110.985,audio_features,0bnglrGJNYoLITf54En77H,spotify:track:0bnglrGJNYoLITf54En77H,https://api.spotify.com/v1/tracks/0bnglrGJNYoLITf54En77H,https://api.spotify.com/v1/audio-analysis/0bnglrGJNYoLITf54En77H,222903,4,rock
0.415,0.631,6,-10.278,1,0.0344,3.62e-05,1.17e-05,0.242,0.597,155.005,audio_features,0ce6jXxq01eZUmARR1Rcol,spotify:track:0ce6jXxq01eZUmARR1Rcol,https://api.spotify.com/v1/tracks/0ce6jXxq01eZUmARR1Rcol,https://api.spotify.com/v1/audio-analysis/0ce6jXxq01eZUmARR1Rcol,240460,4,rock
0.659,0.436,2,-9.441,1,0.0513,0.216,0.00191,0.064,0.352,139.951,audio_features,0d1ZZw6gP3koov69lrmnvM,spotify:track:0d1ZZw6gP3koov69lrmnvM,https://api.spotify.com/v1/tracks/0d1ZZw6gP3koov69lrmnvM,https://api.spotify.com/v1/audio-analysis/0d1ZZw6gP3koov69lrmnvM,215423,4,rock
0.48,0.701,2,-5.848,1,0.0413,0.04,0.0,0.0925,0.565,118.401,audio_features,0frNLTWAyRdXMfw3hIm5JF,spotify:track:0frNLTWAyRdXMfw3hIm5JF,https://api.spotify.com/v1/tracks/0frNLTWAyRdXMfw3hIm5JF,https://api.spotify.com/v1/audio-analysis/0frNLTWAyRdXMfw3hIm5JF,237093,4,rock
0.31,0.515,7,-7.861,1,0.0303,0.347,0.000155,0.354,0.313,90.572,audio_features,0gCbWMHVlVZ0PnTfWhP1KC,spotify:track:0gCbWMHVlVZ0PnTfWhP1KC,https://api.spotify.com/v1/tracks/0gCbWMHVlVZ0PnTfWhP1KC,https://api.spotify.com/v1/audio-analysis/0gCbWMHVlVZ0PnTfWhP1KC,227148,4,rock
0.556,0.92,8,-4.606,1,0.0367,0.00271,0.00021,0.117,0.771,121.138,audio_features,0gOyllwzM7IvfuYZ903zNv,spotify:track:0gOyllwzM7IvfuYZ903zNv,https://api.spotify.com/v1/tracks/0gOyllwzM7IvfuYZ903zNv,https://api.spotify.com/v1/audio-analysis/0gOyllwzM7IvfuYZ903zNv,159227,4,rock
0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,audio_features,0hCB0YR03f6AmQaHbwWDe8,spotify:track:0hCB0YR03f6AmQaHbwWDe8,https://api.spotify.com/v1/tracks/0hCB0YR03f6AmQaHbwWDe8,https://api.spotify.com/v1/audio-analysis/0hCB0YR03f6AmQaHbwWDe8,333893,4,rock
0.57,0.649,9,-7.116,1,0.0283,0.186,0.0,0.186,0.872,148.522,audio_features,0iIJ6t6HbI8CJnS7pmuCHb,spotify:track:0iIJ6t6HbI8CJnS7pmuCHb,https://api.spotify.com/v1/tracks/0iIJ6t6HbI8CJnS7pmuCHb,https://api.spotify.com/v1/audio-analysis/0iIJ6t6HbI8CJnS7pmuCHb,175160,4,rock
0.389,0.641,4,-9.623,0,0.0328,0.00126,0.000943,0.18,0.546,203.015,audio_features,0iVmK9TXETx9mBAiDnuo7k,spotify:track:0iVmK9TXETx9mBAiDnuo7k,https://api.spotify.com/v1/tracks/0iVmK9TXETx9mBAiDnuo7k,https://api.spotify.com/v1/audio-analysis/0iVmK9TXETx9mBAiDnuo7k,281800,4,rock
0.502,0.494,11,-13.524,0,0.0509,0.304,1.72e-05,0.985,0.589,61.929,audio_features,0j1p16d1WkdnKCD0v18h3J,spotify:track:0j1p16d1WkdnKCD0v18h3J,https://api.spotify.com/v1/tracks/0j1p16d1WkdnKCD0v18h3J,https://api.spotify.com/v1/audio-analysis/0j1p16d1WkdnKCD0v18h3J,372200,4,rock
0.377,0.658,4,-5.589,1,0.0318,0.117,0.0,0.0677,0.307,143.713,audio_features,0kish3Tobj6Wq0we74343q,spotify:track:0kish3Tobj6Wq0we74343q,https://api.spotify.com/v1/tracks/0kish3Tobj6Wq0we74343q,https://api.spotify.com/v1/audio-analysis/0kish3Tobj6Wq0we74343q,353320,4,rock
0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.883,audio_features,0myeTJ993kXE4vN0IPchcc,spotify:track:0myeTJ993kXE4vN0IPchcc,https://api.spotify.com/v1/tracks/0myeTJ993kXE4vN0IPchcc,https://api.spotify.com/v1/audio-analysis/0myeTJ993kXE4vN0IPchcc,334744,4,rock
0.406,0.889,10,-9.264,0,0.0542,0.00619,4.18e-06,0.323,0.286,104.952,audio_features,0o7g2ndHoHmzTXaxjPM44O,spotify:track:0o7g2ndHoHmzTXaxjPM44O,https://api.spotify.com/v1/tracks/0o7g2ndHoHmzTXaxjPM44O,https://api.spotify.com/v1/audio-analysis/0o7g2ndHoHmzTXaxjPM44O,293667,4,rock
0.443,0.955,8,-8.066,1,0.0741,0.0222,0.361,0.297,0.333,123.423,audio_features,0oWHLtxWeMJhmwxtrxhNK0,spotify:track:0oWHLtxWeMJhmwxtrxhNK0,https://api.spotify.com/v1/tracks/0oWHLtxWeMJhmwxtrxhNK0,https://api.spotify.com/v1/audio-analysis/0oWHLtxWeMJhmwxtrxhNK0,273600,4,rock
0.643,0.881,2,-9.522,1,0.0373,0.0106,0.0278,0.072,0.739,157.699,audio_features,0obylpC28LbpeUx0tezLFU,spotify:track:0obylpC28LbpeUx0tezLFU,https://api.spotify.com/v1/tracks/0obylpC28LbpeUx0tezLFU,https://api.spotify.com/v1/audio-analysis/0obylpC28LbpeUx0tezLFU,240400,4,rock
0.646,0.721,2,-6.253,1,0.0713,0.0544,0.0,0.0566,0.393,149.001,audio_features,0q6oVztLzFqUpIFbHqqkuv,spotify:track:0q6oVztLzFqUpIFbHqqkuv,https://api.spotify.com/v1/tracks/0q6oVztLzFqUpIFbHqqkuv,https://api.spotify.com/v1/audio-analysis/0q6oVztLzFqUpIFbHqqkuv,258323,4,rock
0.529,0.87,5,-6.829,1,0.0431,0.000767,0.0188,0.405,0.335,124.06,audio_features,0rM8ajcJgeRay8cwBMNPBv,spotify:track:0rM8ajcJgeRay8cwBMNPBv,https://api.spotify.com/v1/tracks/0rM8ajcJgeRay8cwBMNPBv,https://api.spotify.com/v1/audio-analysis/0rM8ajcJgeRay8cwBMNPBv,254293,4,rock
0.536,0.611,9,-11.372,0,0.0411,0.000472,0.0362,0.143,0.438,166.766,audio_features,0swJk3Hoi5woYCdfnL5lWj,spotify:track:0swJk3Hoi5woYCdfnL5lWj,https://api.spotify.com/v1/tracks/0swJk3Hoi5woYCdfnL5lWj,https://api.spotify.com/v1/audio-analysis/0swJk3Hoi5woYCdfnL5lWj,287867,4,rock
0.741,0.58,4,-9.05,1,0.0304,0.117,3.31e-05,0.212,0.944,127.402,audio_features,0vOkmmJEtjuFZDzrQSFzEE,spotify:track:0vOkmmJEtjuFZDzrQSFzEE,https://api.spotify.com/v1/tracks/0vOkmmJEtjuFZDzrQSFzEE,https://api.spotify.com/v1/audio-analysis/0vOkmmJEtjuFZDzrQSFzEE,171267,4,rock
0.494,0.485,11,-10.464,1,0.048,0.12,0.000277,0.16,0.609,80.593,audio_features,0wSpEuOMSavGOukgJgVsYx,spotify:track:0wSpEuOMSavGOukgJgVsYx,https://api.spotify.com/v1/tracks/0wSpEuOMSavGOukgJgVsYx,https://api.spotify.com/v1/audio-analysis/0wSpEuOMSavGOukgJgVsYx,426613,4,rock
0.265,0.805,7,-3.967,1,0.0396,0.126,0.0119,0.306,0.239,149.964,audio_features,0whc72kLlbhR5QMmj9XPnb,spotify:track:0whc72kLlbhR5QMmj9XPnb,https://api.spotify.com/v1/tracks/0whc72kLlbhR5QMmj9XPnb,https://api.spotify.com/v1/audio-analysis/0whc72kLlbhR5QMmj9XPnb,308667,4,rock
0.269,0.551,10,-8.456,0,0.0274,0.0307,0.000619,0.118,0.202,144.408,audio_features,0wvIGFIgbyz4JNwQhZgTv2,spotify:track:0wvIGFIgbyz4JNwQhZgTv2,https://api.spotify.com/v1/tracks/0wvIGFIgbyz4JNwQhZgTv2,https://api.spotify.com/v1/audio-analysis/0wvIGFIgbyz4JNwQhZgTv2,374333,3,rock
0.548,0.905,5,-7.237,1,0.0607,0.0381,3.37e-05,0.163,0.457,90.587,audio_features,0yd0NF2DaG04KLqJT5LLV2,spotify:track:0yd0NF2DaG04KLqJT5LLV2,https://api.spotify.com/v1/tracks/0yd0NF2DaG04KLqJT5LLV2,https://api.spotify.com/v1/audio-analysis/0yd0NF2DaG04KLqJT5LLV2,218693,4,rock
0.516,0.924,0,-5.458,1,0.0359,0.00014,1.34e-05,0.0979,0.495,109.972,audio_features,0z5M6U8kSUz5eaLbf4ge2S,spotify:track:0z5M6U8kSUz5eaLbf4ge2S,https://api.spotify.com/v1/tracks/0z5M6U8kSUz5eaLbf4ge2S,https://api.spotify.com/v1/audio-analysis/0z5M6U8kSUz5eaLbf4ge2S,303341,4,rock
0.295,0.792,2,-9.1,1,0.0367,0.0813,0.0,0.131,0.274,108.695,audio_features,108lyj5gobzMHWoA2x78B1,spotify:track:108lyj5gobzMHWoA2x78B1,https://api.spotify.com/v1/tracks/108lyj5gobzMHWoA2x78B1,https://api.spotify.com/v1/audio-analysis/108lyj5gobzMHWoA2x78B1,318600,4,rock
0.543,0.818,5,-6.452,0,0.0464,0.00761,0.0115,0.0961,0.334,124.979,audio_features,11OyQRCOBtmQqD3Nq3UtMq,spotify:track:11OyQRCOBtmQqD3Nq3UtMq,https://api.spotify.com/v1/tracks/11OyQRCOBtmQqD3Nq3UtMq,https://api.spotify.com/v1/audio-analysis/11OyQRCOBtmQqD3Nq3UtMq,243382,4,rock
0.461,0.967,10,-6.103,1,0.042,0.000161,0.00811,0.206,0.433,140.467,audio_features,12d8CMvcWNBrJ7rMdT1kmt,spotify:track:12d8CMvcWNBrJ7rMdT1kmt,https://api.spotify.com/v1/tracks/12d8CMvcWNBrJ7rMdT1kmt,https://api.spotify.com/v1/audio-analysis/12d8CMvcWNBrJ7rMdT1kmt,234093,4,rock
0.501,0.946,0,-5.472,1,0.103,0.0207,3.9e-05,0.132,0.427,94.96,audio_features,12gAKjoIRvthQOrjWEx3v8,spotify:track:12gAKjoIRvthQOrjWEx3v8,https://api.spotify.com/v1/tracks/12gAKjoIRvthQOrjWEx3v8,https://api.spotify.com/v1/audio-analysis/12gAKjoIRvthQOrjWEx3v8,194973,4,rock
0.258,0.907,7,-7.287,1,0.112,0.0183,0.201,0.11,0.317,113.679,audio_features,12oSzrBIyirNs0aCwk6elL,spotify:track:12oSzrBIyirNs0aCwk6elL,https://api.spotify.com/v1/tracks/12oSzrBIyirNs0aCwk6elL,https://api.spotify.com/v1/audio-analysis/12oSzrBIyirNs0aCwk6elL,417400,4,rock
0.513,0.969,11,-3.407,0,0.142,2.48e-05,0.0,0.334,0.513,95.044,audio_features,12sd8nmoXf5Sxee8f58Vm8,spotify:track:12sd8nmoXf5Sxee8f58Vm8,https://api.spotify.com/v1/tracks/12sd8nmoXf5Sxee8f58Vm8,https://api.spotify.com/v1/audio-analysis/12sd8nmoXf5Sxee8f58Vm8,218200,4,rock
0.456,0.79,1,-5.598,0,0.0292,0.000419,0.000135,0.105,0.355,90.4,audio_features,13aKGvTil3UUw1yk0pA9fG,spotify:track:13aKGvTil3UUw1yk0pA9fG,https://api.spotify.com/v1/tracks/13aKGvTil3UUw1yk0pA9fG,https://api.spotify.com/v1/audio-analysis/13aKGvTil3UUw1yk0pA9fG,229467,4,rock
0.542,0.877,8,-8.201,1,0.138,0.666,5.32e-06,0.323,0.523,127.183,audio_features,13v3cG4u6dgiXfgihQh53D,spotify:track:13v3cG4u6dgiXfgihQh53D,https://api.spotify.com/v1/tracks/13v3cG4u6dgiXfgihQh53D,https://api.spotify.com/v1/audio-analysis/13v3cG4u6dgiXfgihQh53D,227467,4,rock
0.659,0.626,9,-9.189,0,0.0272,0.288,6.26e-06,0.0968,0.66,97.996,audio_features,14GRd9N57h1rTou0rPts0i,spotify:track:14GRd9N57h1rTou0rPts0i,https://api.spotify.com/v1/tracks/14GRd9N57h1rTou0rPts0i,https://api.spotify.com/v1/audio-analysis/14GRd9N57h1rTou0rPts0i,232173,4,rock
0.66,0.567,4,-6.318,0,0.0289,0.00428,0.0137,0.11,0.182,107.754,audio_features,16x4zrgor3ewwEbPgSrTAB,spotify:track:16x4zrgor3ewwEbPgSrTAB,https://api.spotify.com/v1/tracks/16x4zrgor3ewwEbPgSrTAB,https://api.spotify.com/v1/audio-analysis/16x4zrgor3ewwEbPgSrTAB,332627,4,rock
0.822,0.496,7,-9.091,1,0.0451,0.796,0.0,0.115,0.668,113.007,audio_features,18HhrvAM4eA5iD5wH0AUu4,spotify:track:18HhrvAM4eA5iD5wH0AUu4,https://api.spotify.com/v1/tracks/18HhrvAM4eA5iD5wH0AUu4,https://api.spotify.com/v1/audio-analysis/18HhrvAM4eA5iD5wH0AUu4,234236,4,rock
0.724,0.774,6,-7.127,0,0.135,0.31,7.04e-05,0.219,0.817,85.018,audio_features,18Va6aOGfN2JHGDblDuOLB,spotify:track:18Va6aOGfN2JHGDblDuOLB,https://api.spotify.com/v1/tracks/18Va6aOGfN2JHGDblDuOLB,https://api.spotify.com/v1/audio-analysis/18Va6aOGfN2JHGDblDuOLB,193351,4,rock
0.531,0.909,11,-4.236,1,0.034,0.0175,0.0,0.231,0.814,97.546,audio_features,1Dr1fXbc2IxaK1Mu8P8Khz,spotify:track:1Dr1fXbc2IxaK1Mu8P8Khz,https://api.spotify.com/v1/tracks/1Dr1fXbc2IxaK1Mu8P8Khz,https://api.spotify.com/v1/audio-analysis/1Dr1fXbc2IxaK1Mu8P8Khz,178000,4,rock
0.592,0.804,0,-6.295,0,0.0269,0.144,0.0,0.442,0.61,107.969,audio_features,1ICvGsUKmoCTgerSITAqFq,spotify:track:1ICvGsUKmoCTgerSITAqFq,https://api.spotify.com/v1/tracks/1ICvGsUKmoCTgerSITAqFq,https://api.spotify.com/v1/audio-analysis/1ICvGsUKmoCTgerSITAqFq,172774,4,rock
0.549,0.865,1,-3.486,0,0.0625,0.000482,0.0,0.0512,0.434,140.017,audio_features,1KdGSnUj7Zr1XdTbyuSr7T,spotify:track:1KdGSnUj7Zr1XdTbyuSr7T,https://api.spotify.com/v1/tracks/1KdGSnUj7Zr1XdTbyuSr7T,https://api.spotify.com/v1/audio-analysis/1KdGSnUj7Zr1XdTbyuSr7T,199840,4,rock
0.546,0.864,7,-7.632,1,0.0393,0.0908,0.00814,0.277,0.863,145.652,audio_features,1L8kJLp3ExF5ZGHwEZEqHe,spotify:track:1L8kJLp3ExF5ZGHwEZEqHe,https://api.spotify.com/v1/tracks/1L8kJLp3ExF5ZGHwEZEqHe,https://api.spotify.com/v1/audio-analysis/1L8kJLp3ExF5ZGHwEZEqHe,137240,4,rock
0.473,0.883,2,-6.27,1,0.0623,0.000191,0.0331,0.109,0.343,148.968,audio_features,1N0fEK1Vu5EM4pjuFGUkJi,spotify:track:1N0fEK1Vu5EM4pjuFGUkJi,https://api.spotify.com/v1/tracks/1N0fEK1Vu5EM4pjuFGUkJi,https://api.spotify.com/v1/audio-analysis/1N0fEK1Vu5EM4pjuFGUkJi,274128,4,rock
0.578,0.482,9,-7.621,0,0.0249,0.034,3.23e-05,0.201,0.424,75.503,audio_features,1Ot0nJcwTYaZRUEbMLQmJN,spotify:track:1Ot0nJcwTYaZRUEbMLQmJN,https://api.spotify.com/v1/tracks/1Ot0nJcwTYaZRUEbMLQmJN,https://api.spotify.com/v1/audio-analysis/1Ot0nJcwTYaZRUEbMLQmJN,197120,4,rock
0.447,0.7,2,-5.739,1,0.137,0.271,0.0,0.0521,0.476,149.69,audio_features,1Pf45EbaIsoGsXixOSYx88,spotify:track:1Pf45EbaIsoGsXixOSYx88,https://api.spotify.com/v1/tracks/1Pf45EbaIsoGsXixOSYx88,https://api.spotify.com/v1/audio-analysis/1Pf45EbaIsoGsXixOSYx88,235099,3,rock
0.526,0.877,0,-4.661,1,0.0356,0.000319,9.06e-06,0.301,0.656,130.999,audio_features,1RYIYIffDg2P1wRU36HOk5,spotify:track:1RYIYIffDg2P1wRU36HOk5,https://api.spotify.com/v1/tracks/1RYIYIffDg2P1wRU36HOk5,https://api.spotify.com/v1/audio-analysis/1RYIYIffDg2P1wRU36HOk5,240268,4,rock
0.244,0.645,5,-5.863,1,0.0456,0.00178,0.00574,0.301,0.529,183.577,audio_features,1SDLrgSkAw2LcdXfWArPgs,spotify:track:1SDLrgSkAw2LcdXfWArPgs,https://api.spotify.com/v1/tracks/1SDLrgSkAw2LcdXfWArPgs,https://api.spotify.com/v1/audio-analysis/1SDLrgSkAw2LcdXfWArPgs,188307,5,rock
0.431,0.666,7,-11.141,1,0.0337,0.00151,0.00213,0.0527,0.619,134.777,audio_features,1T94tcUfe2X74nriMCAWQa,spotify:track:1T94tcUfe2X74nriMCAWQa,https://api.spotify.com/v1/tracks/1T94tcUfe2X74nriMCAWQa,https://api.spotify.com/v1/audio-analysis/1T94tcUfe2X74nriMCAWQa,315667,4,rock
