,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
256,0.692,0.856,9,-9.495,1,0.0407,0.364,0.867,0.0641,0.274,134.972,audio_features,4JjQPwb0MnDsO5wIvxlvNi,spotify:track:4JjQPwb0MnDsO5wIvxlvNi,https://api.spotify.com/v1/tracks/4JjQPwb0MnDsO5wIvxlvNi,https://api.spotify.com/v1/audio-analysis/4JjQPwb0MnDsO5wIvxlvNi,512000,4,rock
257,0.397,0.969,9,-3.892,1,0.0463,1.52e-06,0.517,0.0513,0.702,134.288,audio_features,4MFKd4CQpSNRyvoyiPQPVC,spotify:track:4MFKd4CQpSNRyvoyiPQPVC,https://api.spotify.com/v1/tracks/4MFKd4CQpSNRyvoyiPQPVC,https://api.spotify.com/v1/audio-analysis/4MFKd4CQpSNRyvoyiPQPVC,218293,4,rock
258,0.573,0.875,2,-6.508,1,0.0467,0.00261,0.000181,0.0867,0.875,114.788,audio_features,4MgGdPmbySSVLUPBxzQ7mx,spotify:track:4MgGdPmbySSVLUPBxzQ7mx,https://api.spotify.com/v1/tracks/4MgGdPmbySSVLUPBxzQ7mx,https://api.spotify.com/v1/audio-analysis/4MgGdPmbySSVLUPBxzQ7mx,207093,4,rock
259,0.608,0.784,6,-12.192,1,0.0472,0.021,0.0195,0.123,0.786,130.421,audio_features,4O0izTRxeley9VqNrz2Da8,spotify:track:4O0izTRxeley9VqNrz2Da8,https://api.spotify.com/v1/tracks/4O0izTRxeley9VqNrz2Da8,https://api.spotify.com/v1/audio-analysis/4O0izTRxeley9VqNrz2Da8,199027,4,rock
260,0.547,0.543,11,-16.041,0,0.0342,0.507,0.136,0.241,0.595,104.828,audio_features,4PREkXFb8YawThmhZICrXR,spotify:track:4PREkXFb8YawThmhZICrXR,https://api.spotify.com/v1/tracks/4PREkXFb8YawThmhZICrXR,https://api.spotify.com/v1/audio-analysis/4PREkXFb8YawThmhZICrXR,427280,4,rock
261,0.298,0.825,2,-8.053,1,0.0408,0.00541,1.46e-05,0.44,0.54,75.592,audio_features,4Qbjmdlv1eZDD1u8SWe1pt,spotify:track:4Qbjmdlv1eZDD1u8SWe1pt,https://api.spotify.com/v1/tracks/4Qbjmdlv1eZDD1u8SWe1pt,https://api.spotify.com/v1/audio-analysis/4Qbjmdlv1eZDD1u8SWe1pt,341160,4,rock
262,0.413,0.613,11,-6.287,1,0.0297,0.135,0.0,0.286,0.408,171.837,audio_features,4QpQD2qeHHwzEKZ1rCJLcv,spotify:track:4QpQD2qeHHwzEKZ1rCJLcv,https://api.spotify.com/v1/tracks/4QpQD2qeHHwzEKZ1rCJLcv,https://api.spotify.com/v1/audio-analysis/4QpQD2qeHHwzEKZ1rCJLcv,203150,4,rock
263,0.562,0.715,10,-8.62,0,0.0421,0.000244,0.652,0.118,0.533,90.008,audio_features,4Qxnaqb9Smbmb44HoMsFB7,spotify:track:4Qxnaqb9Smbmb44HoMsFB7,https://api.spotify.com/v1/tracks/4Qxnaqb9Smbmb44HoMsFB7,https://api.spotify.com/v1/audio-analysis/4Qxnaqb9Smbmb44HoMsFB7,373191,4,rock
264,0.358,0.893,4,-7.486,0,0.12,0.0222,0.0524,0.126,0.262,174.238,audio_features,4ReyTz0y3TGkX48wO3Llot,spotify:track:4ReyTz0y3TGkX48wO3Llot,https://api.spotify.com/v1/tracks/4ReyTz0y3TGkX48wO3Llot,https://api.spotify.com/v1/audio-analysis/4ReyTz0y3TGkX48wO3Llot,293653,4,rock
265,0.666,0.667,2,-9.305,0,0.0371,0.043,0.0005,0.074,0.679,134.219,audio_features,4WfGrAJVC3A5xhUTja0gUG,spotify:track:4WfGrAJVC3A5xhUTja0gUG,https://api.spotify.com/v1/tracks/4WfGrAJVC3A5xhUTja0gUG,https://api.spotify.com/v1/audio-analysis/4WfGrAJVC3A5xhUTja0gUG,510933,4,rock
266,0.491,0.883,4,-4.986,0,0.0306,0.000736,3.19e-05,0.369,0.518,131.75,audio_features,4Y7fEQ4PAzhlLnLviRw2P4,spotify:track:4Y7fEQ4PAzhlLnLviRw2P4,https://api.spotify.com/v1/tracks/4Y7fEQ4PAzhlLnLviRw2P4,https://api.spotify.com/v1/audio-analysis/4Y7fEQ4PAzhlLnLviRw2P4,281853,4,rock
267,0.536,0.846,9,-5.988,1,0.0355,3.05e-05,0.0137,0.103,0.508,112.066,audio_features,4Y8lQSCa7EwVhoyEOEPYsh,spotify:track:4Y8lQSCa7EwVhoyEOEPYsh,https://api.spotify.com/v1/tracks/4Y8lQSCa7EwVhoyEOEPYsh,https://api.spotify.com/v1/audio-analysis/4Y8lQSCa7EwVhoyEOEPYsh,238657,4,rock
268,0.345,0.531,0,-12.708,1,0.0305,0.00642,7.28e-06,0.14,0.49,176.302,audio_features,4ZpXHlV2vQVfPXUvbDSZ92,spotify:track:4ZpXHlV2vQVfPXUvbDSZ92,https://api.spotify.com/v1/tracks/4ZpXHlV2vQVfPXUvbDSZ92,https://api.spotify.com/v1/audio-analysis/4ZpXHlV2vQVfPXUvbDSZ92,313693,4,rock
269,0.595,0.617,6,-10.455,0,0.117,0.0343,0.000135,0.383,0.823,85.387,audio_features,4b8GTae6rqb9oPiRzVa3Gy,spotify:track:4b8GTae6rqb9oPiRzVa3Gy,https://api.spotify.com/v1/tracks/4b8GTae6rqb9oPiRzVa3Gy,https://api.spotify.com/v1/audio-analysis/4b8GTae6rqb9oPiRzVa3Gy,234960,4,rock
270,0.581,0.831,1,-8.045,1,0.107,0.0458,0.0,0.0782,0.885,144.684,audio_features,4bYJKHG6KLdGzHQRJMaFc8,spotify:track:4bYJKHG6KLdGzHQRJMaFc8,https://api.spotify.com/v1/tracks/4bYJKHG6KLdGzHQRJMaFc8,https://api.spotify.com/v1/audio-analysis/4bYJKHG6KLdGzHQRJMaFc8,168160,4,rock
271,0.328,0.912,8,-4.373,1,0.0982,4.97e-05,0.00115,0.201,0.356,153.903,audio_features,4bxRMPYxVmWP2Gbzb1LaY2,spotify:track:4bxRMPYxVmWP2Gbzb1LaY2,https://api.spotify.com/v1/tracks/4bxRMPYxVmWP2Gbzb1LaY2,https://api.spotify.com/v1/audio-analysis/4bxRMPYxVmWP2Gbzb1LaY2,300027,4,rock
272,0.424,0.529,7,-12.004,1,0.0265,0.109,0.000255,0.222,0.255,94.839,audio_features,4cJsAb0zKwADwtljw9t8CP,spotify:track:4cJsAb0zKwADwtljw9t8CP,https://api.spotify.com/v1/tracks/4cJsAb0zKwADwtljw9t8CP,https://api.spotify.com/v1/audio-analysis/4cJsAb0zKwADwtljw9t8CP,274707,4,rock
273,0.609,0.577,0,-8.397,1,0.0269,0.42,1.04e-06,0.107,0.295,115.878,audio_features,4cVkkJcOhkRfuTRqAL2Fvj,spotify:track:4cVkkJcOhkRfuTRqAL2Fvj,https://api.spotify.com/v1/tracks/4cVkkJcOhkRfuTRqAL2Fvj,https://api.spotify.com/v1/audio-analysis/4cVkkJcOhkRfuTRqAL2Fvj,180821,4,rock
274,0.608,0.785,7,-5.904,1,0.037,0.00135,0.268,0.773,0.735,105.001,audio_features,4dePypXzZOc4haRyeanpED,spotify:track:4dePypXzZOc4haRyeanpED,https://api.spotify.com/v1/tracks/4dePypXzZOc4haRyeanpED,https://api.spotify.com/v1/audio-analysis/4dePypXzZOc4haRyeanpED,210286,4,rock
275,0.533,0.891,0,-3.822,1,0.0332,0.0842,0.00045,0.282,0.831,122.517,audio_features,4hXCYD2ah6Ak0wmrAxovV5,spotify:track:4hXCYD2ah6Ak0wmrAxovV5,https://api.spotify.com/v1/tracks/4hXCYD2ah6Ak0wmrAxovV5,https://api.spotify.com/v1/audio-analysis/4hXCYD2ah6Ak0wmrAxovV5,249307,4,rock
276,0.337,0.684,2,-7.674,1,0.0495,0.0319,6.57e-06,0.342,0.404,88.772,audio_features,4igIYHF3B5VBxEafHauVo3,spotify:track:4igIYHF3B5VBxEafHauVo3,https://api.spotify.com/v1/tracks/4igIYHF3B5VBxEafHauVo3,https://api.spotify.com/v1/audio-analysis/4igIYHF3B5VBxEafHauVo3,255600,4,rock
277,0.46,0.762,8,-3.274,0,0.061,0.0171,0.000134,0.141,0.575,179.849,audio_features,4khQZM3zF6YM8eRuoF0oz8,spotify:track:4khQZM3zF6YM8eRuoF0oz8,https://api.spotify.com/v1/tracks/4khQZM3zF6YM8eRuoF0oz8,https://api.spotify.com/v1/audio-analysis/4khQZM3zF6YM8eRuoF0oz8,179037,4,rock
278,0.42,0.764,10,-4.194,1,0.0621,0.126,0.0,0.272,0.447,89.566,audio_features,4kkMJy3pYxAyRnqMzb3HZE,spotify:track:4kkMJy3pYxAyRnqMzb3HZE,https://api.spotify.com/v1/tracks/4kkMJy3pYxAyRnqMzb3HZE,https://api.spotify.com/v1/audio-analysis/4kkMJy3pYxAyRnqMzb3HZE,272480,4,rock
279,0.361,0.459,11,-12.068,1,0.0285,0.0191,0.0649,0.145,0.224,99.23,audio_features,4moGzKIp6ZNMj76zrq3GFI,spotify:track:4moGzKIp6ZNMj76zrq3GFI,https://api.spotify.com/v1/tracks/4moGzKIp6ZNMj76zrq3GFI,https://api.spotify.com/v1/audio-analysis/4moGzKIp6ZNMj76zrq3GFI,338834,4,rock
280,0.342,0.79,0,-6.603,1,0.0333,0.00321,1.38e-06,0.151,0.569,180.673,audio_features,4n3WOb4AvjLgGPz39gzsYI,spotify:track:4n3WOb4AvjLgGPz39gzsYI,https://api.spotify.com/v1/tracks/4n3WOb4AvjLgGPz39gzsYI,https://api.spotify.com/v1/audio-analysis/4n3WOb4AvjLgGPz39gzsYI,281400,4,rock
281,0.623,0.127,6,-14.935,1,0.0306,0.452,0.0,0.114,0.237,91.625,audio_features,4npgZHPUKjWn6ipv6wl66Q,spotify:track:4npgZHPUKjWn6ipv6wl66Q,https://api.spotify.com/v1/tracks/4npgZHPUKjWn6ipv6wl66Q,https://api.spotify.com/v1/audio-analysis/4npgZHPUKjWn6ipv6wl66Q,333996,4,rock
282,0.638,0.776,9,-4.61,1,0.083,0.0731,1.9e-06,0.18,0.267,160.1,audio_features,4poqovyJtmlKMDnSz6QwsE,spotify:track:4poqovyJtmlKMDnSz6QwsE,https://api.spotify.com/v1/tracks/4poqovyJtmlKMDnSz6QwsE,https://api.spotify.com/v1/audio-analysis/4poqovyJtmlKMDnSz6QwsE,145801,4,rock
283,0.58,0.814,0,-6.582,1,0.0363,0.173,1.8e-06,0.246,0.722,141.606,audio_features,4q5cQyhhUW5X0PQVzA8VsG,spotify:track:4q5cQyhhUW5X0PQVzA8VsG,https://api.spotify.com/v1/tracks/4q5cQyhhUW5X0PQVzA8VsG,https://api.spotify.com/v1/audio-analysis/4q5cQyhhUW5X0PQVzA8VsG,272507,4,rock
284,0.483,0.8,4,-6.856,0,0.0492,0.0128,0.000459,0.279,0.739,125.911,audio_features,4qIt4C03VyjWA06XT6jen4,spotify:track:4qIt4C03VyjWA06XT6jen4,https://api.spotify.com/v1/tracks/4qIt4C03VyjWA06XT6jen4,https://api.spotify.com/v1/audio-analysis/4qIt4C03VyjWA06XT6jen4,252733,4,rock
285,0.478,0.607,0,-9.401,1,0.0468,0.0248,0.00389,0.392,0.206,125.044,audio_features,4rgL8IsmFEeiqbVz4alSKV,spotify:track:4rgL8IsmFEeiqbVz4alSKV,https://api.spotify.com/v1/tracks/4rgL8IsmFEeiqbVz4alSKV,https://api.spotify.com/v1/audio-analysis/4rgL8IsmFEeiqbVz4alSKV,390411,4,rock
286,0.52,0.769,5,-3.932,1,0.0287,0.00683,0.000126,0.0803,0.316,117.976,audio_features,4s2afDjwJJzkfeTPY3YjRt,spotify:track:4s2afDjwJJzkfeTPY3YjRt,https://api.spotify.com/v1/tracks/4s2afDjwJJzkfeTPY3YjRt,https://api.spotify.com/v1/audio-analysis/4s2afDjwJJzkfeTPY3YjRt,268853,4,rock
287,0.689,0.679,5,-6.735,1,0.0315,0.00028,3.38e-05,0.0986,0.43,136.988,audio_features,4si2egyVFj30L8gLvjuA6n,spotify:track:4si2egyVFj30L8gLvjuA6n,https://api.spotify.com/v1/tracks/4si2egyVFj30L8gLvjuA6n,https://api.spotify.com/v1/audio-analysis/4si2egyVFj30L8gLvjuA6n,278213,4,rock
288,0.459,0.925,4,-4.247,1,0.045,1.63e-05,9.2e-06,0.256,0.515,135.994,audio_features,4tjBDR8r3kxBXxQPeRTQgu,spotify:track:4tjBDR8r3kxBXxQPeRTQgu,https://api.spotify.com/v1/tracks/4tjBDR8r3kxBXxQPeRTQgu,https://api.spotify.com/v1/audio-analysis/4tjBDR8r3kxBXxQPeRTQgu,235293,4,rock
289,0.461,0.918,4,-8.507,1,0.0959,0.405,0.00033,0.126,0.802,172.435,audio_features,4tyl9OMKMG8F2L0RUYQMH3,spotify:track:4tyl9OMKMG8F2L0RUYQMH3,https://api.spotify.com/v1/tracks/4tyl9OMKMG8F2L0RUYQMH3,https://api.spotify.com/v1/audio-analysis/4tyl9OMKMG8F2L0RUYQMH3,249960,4,rock
290,0.482,0.932,0,-3.463,1,0.0594,0.0407,0.0,0.358,0.702,104.532,audio_features,4u4KpbgVzzF62uoOItsEiG,spotify:track:4u4KpbgVzzF62uoOItsEiG,https://api.spotify.com/v1/tracks/4u4KpbgVzzF62uoOItsEiG,https://api.spotify.com/v1/audio-analysis/4u4KpbgVzzF62uoOItsEiG,257827,4,rock
291,0.554,0.783,4,-10.39,1,0.0552,0.0259,0.00121,0.132,0.619,165.054,audio_features,4wN5JiN5MFcD21J2VQGsYi,spotify:track:4wN5JiN5MFcD21J2VQGsYi,https://api.spotify.com/v1/tracks/4wN5JiN5MFcD21J2VQGsYi,https://api.spotify.com/v1/audio-analysis/4wN5JiN5MFcD21J2VQGsYi,231321,4,rock
292,0.592,0.914,9,-5.952,1,0.0421,0.037,0.000302,0.0892,0.727,125.982,audio_features,4xAdFCtf7Tn8WxbFgM9U8B,spotify:track:4xAdFCtf7Tn8WxbFgM9U8B,https://api.spotify.com/v1/tracks/4xAdFCtf7Tn8WxbFgM9U8B,https://api.spotify.com/v1/audio-analysis/4xAdFCtf7Tn8WxbFgM9U8B,185952,4,rock
293,0.572,0.639,11,-5.212,0,0.0375,0.000341,0.293,0.134,0.183,140.199,audio_features,4yp9aiEw2AptDy2TvoGSr6,spotify:track:4yp9aiEw2AptDy2TvoGSr6,https://api.spotify.com/v1/tracks/4yp9aiEw2AptDy2TvoGSr6,https://api.spotify.com/v1/audio-analysis/4yp9aiEw2AptDy2TvoGSr6,223250,4,rock
294,0.554,0.816,11,-7.871,1,0.0353,0.000526,0.000711,0.0988,0.362,131.409,audio_features,4zJLpLsfY52ih6y8u4mhKH,spotify:track:4zJLpLsfY52ih6y8u4mhKH,https://api.spotify.com/v1/tracks/4zJLpLsfY52ih6y8u4mhKH,https://api.spotify.com/v1/audio-analysis/4zJLpLsfY52ih6y8u4mhKH,404240,4,rock
295,0.506,0.554,10,-6.743,0,0.0339,0.339,0.000355,0.112,0.375,124.724,audio_features,4zzvMG8KrsykYtvFEJ99Cl,spotify:track:4zzvMG8KrsykYtvFEJ99Cl,https://api.spotify.com/v1/tracks/4zzvMG8KrsykYtvFEJ99Cl,https://api.spotify.com/v1/audio-analysis/4zzvMG8KrsykYtvFEJ99Cl,186960,4,rock
296,0.426,0.929,2,-6.729,1,0.0701,0.00162,0.105,0.0789,0.539,127.059,audio_features,50sDxiSCdHfeu2tD5ZBbIw,spotify:track:50sDxiSCdHfeu2tD5ZBbIw,https://api.spotify.com/v1/tracks/50sDxiSCdHfeu2tD5ZBbIw,https://api.spotify.com/v1/audio-analysis/50sDxiSCdHfeu2tD5ZBbIw,205600,4,rock
297,0.61,0.891,4,-5.452,0,0.0587,0.000805,0.0928,0.0657,0.51,139.903,audio_features,51TG9W3y9qyO8BY5RXKgnZ,spotify:track:51TG9W3y9qyO8BY5RXKgnZ,https://api.spotify.com/v1/tracks/51TG9W3y9qyO8BY5RXKgnZ,https://api.spotify.com/v1/audio-analysis/51TG9W3y9qyO8BY5RXKgnZ,246733,4,rock
298,0.346,0.335,7,-12.453,1,0.0339,0.575,0.00674,0.185,0.213,84.204,audio_features,51pQ7vY7WXzxskwloaeqyj,spotify:track:51pQ7vY7WXzxskwloaeqyj,https://api.spotify.com/v1/tracks/51pQ7vY7WXzxskwloaeqyj,https://api.spotify.com/v1/audio-analysis/51pQ7vY7WXzxskwloaeqyj,478173,4,rock
299,0.637,0.684,9,-8.201,1,0.087,0.142,0.0,0.231,0.596,98.013,audio_features,52oNaIc30LGjyfat254Bk6,spotify:track:52oNaIc30LGjyfat254Bk6,https://api.spotify.com/v1/tracks/52oNaIc30LGjyfat254Bk6,https://api.spotify.com/v1/audio-analysis/52oNaIc30LGjyfat254Bk6,178162,4,rock
300,0.197,0.629,11,-9.291,1,0.03,0.0165,0.279,0.125,0.221,79.495,audio_features,53968oKecrFxkErocab2Al,spotify:track:53968oKecrFxkErocab2Al,https://api.spotify.com/v1/tracks/53968oKecrFxkErocab2Al,https://api.spotify.com/v1/audio-analysis/53968oKecrFxkErocab2Al,537507,4,rock
301,0.615,0.702,7,-9.686,1,0.0278,0.00746,0.00431,0.0608,0.734,96.99,audio_features,53eJFr4Mfbw5PXJ01K6cFw,spotify:track:53eJFr4Mfbw5PXJ01K6cFw,https://api.spotify.com/v1/tracks/53eJFr4Mfbw5PXJ01K6cFw,https://api.spotify.com/v1/audio-analysis/53eJFr4Mfbw5PXJ01K6cFw,234333,4,rock
302,0.792,0.682,10,-5.293,1,0.0299,0.128,0.0,0.0793,0.775,93.973,audio_features,55OVm2ZfT6oj0WdN64tSws,spotify:track:55OVm2ZfT6oj0WdN64tSws,https://api.spotify.com/v1/tracks/55OVm2ZfT6oj0WdN64tSws,https://api.spotify.com/v1/audio-analysis/55OVm2ZfT6oj0WdN64tSws,188166,4,rock
303,0.504,0.888,1,-5.224,0,0.0935,0.000516,0.000318,0.602,0.47,179.757,audio_features,56Vcb1PviXtr3K2Y2uRVrq,spotify:track:56Vcb1PviXtr3K2Y2uRVrq,https://api.spotify.com/v1/tracks/56Vcb1PviXtr3K2Y2uRVrq,https://api.spotify.com/v1/audio-analysis/56Vcb1PviXtr3K2Y2uRVrq,170333,4,rock
304,0.447,0.585,4,-8.058,0,0.0642,0.185,1.78e-05,0.153,0.404,104.471,audio_features,5ADJhKCZQzoBlmYSIEwq8P,spotify:track:5ADJhKCZQzoBlmYSIEwq8P,https://api.spotify.com/v1/tracks/5ADJhKCZQzoBlmYSIEwq8P,https://api.spotify.com/v1/audio-analysis/5ADJhKCZQzoBlmYSIEwq8P,364533,4,rock
305,0.393,0.364,5,-10.945,0,0.0345,0.0021,0.0703,0.121,0.308,118.566,audio_features,5B3Zj2prDQT1VrYxXCzQg3,spotify:track:5B3Zj2prDQT1VrYxXCzQg3,https://api.spotify.com/v1/tracks/5B3Zj2prDQT1VrYxXCzQg3,https://api.spotify.com/v1/audio-analysis/5B3Zj2prDQT1VrYxXCzQg3,444148,3,rock
306,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0701,0.74,117.401,audio_features,5C0LFQARavkPpn7JgA4sLk,spotify:track:5C0LFQARavkPpn7JgA4sLk,https://api.spotify.com/v1/tracks/5C0LFQARavkPpn7JgA4sLk,https://api.spotify.com/v1/audio-analysis/5C0LFQARavkPpn7JgA4sLk,253250,4,rock
307,0.559,0.652,0,-5.665,1,0.032,0.00664,0.0,0.113,0.236,119.932,audio_features,5C4eNmmQrEGRDx9iBGYzC4,spotify:track:5C4eNmmQrEGRDx9iBGYzC4,https://api.spotify.com/v1/tracks/5C4eNmmQrEGRDx9iBGYzC4,https://api.spotify.com/v1/audio-analysis/5C4eNmmQrEGRDx9iBGYzC4,245373,4,rock
308,0.505,0.493,6,-9.912,1,0.0284,0.552,0.0182,0.115,0.347,110.111,audio_features,5Dm5Mwfyf3Wb6gjj5w7gir,spotify:track:5Dm5Mwfyf3Wb6gjj5w7gir,https://api.spotify.com/v1/tracks/5Dm5Mwfyf3Wb6gjj5w7gir,https://api.spotify.com/v1/audio-analysis/5Dm5Mwfyf3Wb6gjj5w7gir,280880,4,rock
309,0.627,0.858,0,-6.513,1,0.0452,0.000553,0.749,0.346,0.465,119.969,audio_features,5FkkJ41418JwWBJ9h02GML,spotify:track:5FkkJ41418JwWBJ9h02GML,https://api.spotify.com/v1/tracks/5FkkJ41418JwWBJ9h02GML,https://api.spotify.com/v1/audio-analysis/5FkkJ41418JwWBJ9h02GML,249413,4,rock
310,0.5,0.835,0,-2.64,0,0.0422,0.0476,0.0,0.0727,0.361,97.881,audio_features,5G9xdPkixKrrlH6sNfNBUV,spotify:track:5G9xdPkixKrrlH6sNfNBUV,https://api.spotify.com/v1/tracks/5G9xdPkixKrrlH6sNfNBUV,https://api.spotify.com/v1/audio-analysis/5G9xdPkixKrrlH6sNfNBUV,169621,4,rock
311,0.579,0.654,1,-12.421,0,0.0553,0.121,3.62e-06,0.0673,0.616,129.537,audio_features,5HGL4s8LG1X6FJfx8kbdrO,spotify:track:5HGL4s8LG1X6FJfx8kbdrO,https://api.spotify.com/v1/tracks/5HGL4s8LG1X6FJfx8kbdrO,https://api.spotify.com/v1/audio-analysis/5HGL4s8LG1X6FJfx8kbdrO,216467,4,rock
312,0.298,0.799,2,-6.962,0,0.0464,0.000168,9.42e-05,0.496,0.561,143.072,audio_features,5K8gqK84cFZV1dFJAMC0jU,spotify:track:5K8gqK84cFZV1dFJAMC0jU,https://api.spotify.com/v1/tracks/5K8gqK84cFZV1dFJAMC0jU,https://api.spotify.com/v1/audio-analysis/5K8gqK84cFZV1dFJAMC0jU,252453,4,rock
313,0.768,0.744,8,-11.267,1,0.0338,0.0218,0.712,0.063,0.963,127.036,audio_features,5KRRcT67VNIZUygEbMoIC1,spotify:track:5KRRcT67VNIZUygEbMoIC1,https://api.spotify.com/v1/tracks/5KRRcT67VNIZUygEbMoIC1,https://api.spotify.com/v1/audio-analysis/5KRRcT67VNIZUygEbMoIC1,265893,4,rock
314,0.46,0.527,7,-9.705,0,0.0309,0.625,0.0,0.282,0.431,139.79,audio_features,5P4Db2aHMZsGDzQpMvyVYV,spotify:track:5P4Db2aHMZsGDzQpMvyVYV,https://api.spotify.com/v1/tracks/5P4Db2aHMZsGDzQpMvyVYV,https://api.spotify.com/v1/audio-analysis/5P4Db2aHMZsGDzQpMvyVYV,192743,4,rock
315,0.522,0.707,5,-7.113,0,0.0354,0.24,2.04e-05,0.156,0.572,76.05,audio_features,5PsUB0ISfQxRLhF5DmI5Ks,spotify:track:5PsUB0ISfQxRLhF5DmI5Ks,https://api.spotify.com/v1/tracks/5PsUB0ISfQxRLhF5DmI5Ks,https://api.spotify.com/v1/audio-analysis/5PsUB0ISfQxRLhF5DmI5Ks,263000,4,rock
316,0.579,0.505,0,-7.745,1,0.0417,0.812,0.0,0.0754,0.266,134.871,audio_features,5RcRBIMNpdxL8zeVE6hSwr,spotify:track:5RcRBIMNpdxL8zeVE6hSwr,https://api.spotify.com/v1/tracks/5RcRBIMNpdxL8zeVE6hSwr,https://api.spotify.com/v1/audio-analysis/5RcRBIMNpdxL8zeVE6hSwr,238507,4,rock
317,0.601,0.928,7,-4.903,1,0.0703,0.0319,0.000116,0.401,0.564,140.11,audio_features,5Rso4igx5lTkTAbDEN9nuQ,spotify:track:5Rso4igx5lTkTAbDEN9nuQ,https://api.spotify.com/v1/tracks/5Rso4igx5lTkTAbDEN9nuQ,https://api.spotify.com/v1/audio-analysis/5Rso4igx5lTkTAbDEN9nuQ,270533,4,rock
318,0.42,0.667,7,-8.955,1,0.0274,0.00373,6.08e-05,0.0377,0.335,108.847,audio_features,5Sr8QyyeNzeYHZ9yQ9Y9ZV,spotify:track:5Sr8QyyeNzeYHZ9yQ9Y9ZV,https://api.spotify.com/v1/tracks/5Sr8QyyeNzeYHZ9yQ9Y9ZV,https://api.spotify.com/v1/audio-analysis/5Sr8QyyeNzeYHZ9yQ9Y9ZV,285493,4,rock
319,0.339,0.824,9,-9.522,1,0.0938,0.00521,0.00432,0.0803,0.538,154.573,audio_features,5TFyNdCLlC1ZRuwczqaS97,spotify:track:5TFyNdCLlC1ZRuwczqaS97,https://api.spotify.com/v1/tracks/5TFyNdCLlC1ZRuwczqaS97,https://api.spotify.com/v1/audio-analysis/5TFyNdCLlC1ZRuwczqaS97,354240,4,rock
320,0.498,0.811,4,-9.217,1,0.0428,0.00508,0.000131,0.0633,0.949,149.025,audio_features,5Tyingwf7ItW5WYIoFlBHy,spotify:track:5Tyingwf7ItW5WYIoFlBHy,https://api.spotify.com/v1/tracks/5Tyingwf7ItW5WYIoFlBHy,https://api.spotify.com/v1/audio-analysis/5Tyingwf7ItW5WYIoFlBHy,219907,4,rock
321,0.465,0.837,6,-3.744,1,0.033,0.0749,0.0,0.0904,0.456,145.9,audio_features,5VFlp5zYtHPG19O2gRd2iU,spotify:track:5VFlp5zYtHPG19O2gRd2iU,https://api.spotify.com/v1/tracks/5VFlp5zYtHPG19O2gRd2iU,https://api.spotify.com/v1/audio-analysis/5VFlp5zYtHPG19O2gRd2iU,209623,4,rock
322,0.83,0.513,0,-12.162,0,0.0343,0.226,0.000611,0.0799,0.586,108.973,audio_features,5X9mQ7bV2wY5S9uIZsasbs,spotify:track:5X9mQ7bV2wY5S9uIZsasbs,https://api.spotify.com/v1/tracks/5X9mQ7bV2wY5S9uIZsasbs,https://api.spotify.com/v1/audio-analysis/5X9mQ7bV2wY5S9uIZsasbs,227307,4,rock
323,0.51,0.76,0,-6.995,1,0.0411,0.148,0.0116,0.0706,0.55,118.829,audio_features,5YtxOL4iUchhynLL9nEBwQ,spotify:track:5YtxOL4iUchhynLL9nEBwQ,https://api.spotify.com/v1/tracks/5YtxOL4iUchhynLL9nEBwQ,https://api.spotify.com/v1/audio-analysis/5YtxOL4iUchhynLL9nEBwQ,170787,4,rock
324,0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364,audio_features,5Z8EDau8uNcP1E8JvmfkZe,spotify:track:5Z8EDau8uNcP1E8JvmfkZe,https://api.spotify.com/v1/tracks/5Z8EDau8uNcP1E8JvmfkZe,https://api.spotify.com/v1/audio-analysis/5Z8EDau8uNcP1E8JvmfkZe,210107,4,rock
325,0.141,0.789,1,-6.811,1,0.0828,1.11e-05,0.0141,0.215,0.139,160.182,audio_features,5ZqPTRd8HwsYKBTuimDJe5,spotify:track:5ZqPTRd8HwsYKBTuimDJe5,https://api.spotify.com/v1/tracks/5ZqPTRd8HwsYKBTuimDJe5,https://api.spotify.com/v1/audio-analysis/5ZqPTRd8HwsYKBTuimDJe5,240713,1,rock
326,0.681,0.767,8,-6.338,1,0.0403,0.115,0.0,0.155,0.602,162.084,audio_features,5ZtpVv3d9py9ecQdyaFTws,spotify:track:5ZtpVv3d9py9ecQdyaFTws,https://api.spotify.com/v1/tracks/5ZtpVv3d9py9ecQdyaFTws,https://api.spotify.com/v1/audio-analysis/5ZtpVv3d9py9ecQdyaFTws,148997,4,rock
327,0.449,0.642,2,-10.527,1,0.0487,0.00608,0.00707,0.175,0.586,113.638,audio_features,5aYVqxyetmT5OYmvZCA90X,spotify:track:5aYVqxyetmT5OYmvZCA90X,https://api.spotify.com/v1/tracks/5aYVqxyetmT5OYmvZCA90X,https://api.spotify.com/v1/audio-analysis/5aYVqxyetmT5OYmvZCA90X,494533,4,rock
