danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
0.294,0.00684,4,-29.3,1,0.047,0.993,0.939,0.0616,0.055,49.792,audio_features,1EwvP4mPzurPA5axgvUoM6,spotify:track:1EwvP4mPzurPA5axgvUoM6,https://api.spotify.com/v1/tracks/1EwvP4mPzurPA5axgvUoM6,https://api.spotify.com/v1/audio-analysis/1EwvP4mPzurPA5axgvUoM6,210827,4,classical
0.368,0.445,7,-13.392,1,0.0348,0.697,0.468,0.0584,0.549,142.784,audio_features,1FcqH32qQcJOsGYGvEUarv,spotify:track:1FcqH32qQcJOsGYGvEUarv,https://api.spotify.com/v1/tracks/1FcqH32qQcJOsGYGvEUarv,https://api.spotify.com/v1/audio-analysis/1FcqH32qQcJOsGYGvEUarv,357200,4,classical
0.751,0.654,8,-10.97,1,0.0509,0.109,0.839,0.0594,0.984,149.969,audio_features,1FflKkFHVQSFQcLgkKIkum,spotify:track:1FflKkFHVQSFQcLgkKIkum,https://api.spotify.com/v1/tracks/1FflKkFHVQSFQcLgkKIkum,https://api.spotify.com/v1/audio-analysis/1FflKkFHVQSFQcLgkKIkum,190033,4,classical
0.671,0.287,7,-20.762,1,0.0496,0.933,0.000981,0.121,0.958,100.105,audio_features,1HAflFvM0fNSOi7h97tccy,spotify:track:1HAflFvM0fNSOi7h97tccy,https://api.spotify.com/v1/tracks/1HAflFvM0fNSOi7h97tccy,https://api.spotify.com/v1/audio-analysis/1HAflFvM0fNSOi7h97tccy,184720,4,classical
0.556,0.146,0,-14.286,1,0.0431,0.988,0.952,0.105,0.407,125.42,audio_features,1IFY3eKTZD0JLBuiHu3CRt,spotify:track:1IFY3eKTZD0JLBuiHu3CRt,https://api.spotify.com/v1/tracks/1IFY3eKTZD0JLBuiHu3CRt,https://api.spotify.com/v1/audio-analysis/1IFY3eKTZD0JLBuiHu3CRt,230307,4,classical
0.343,0.395,10,-10.895,1,0.037,0.96,0.605,0.122,0.545,83.433,audio_features,1IYmBA9rk1HgGEsOgJxDQA,spotify:track:1IYmBA9rk1HgGEsOgJxDQA,https://api.spotify.com/v1/tracks/1IYmBA9rk1HgGEsOgJxDQA,https://api.spotify.com/v1/audio-analysis/1IYmBA9rk1HgGEsOgJxDQA,292520,4,classical
0.808,0.476,11,-13.029,1,0.221,0.683,0.895,0.19,0.968,113.442,audio_features,1IaFucQ5t7gD99Mc3UfL4H,spotify:track:1IaFucQ5t7gD99Mc3UfL4H,https://api.spotify.com/v1/tracks/1IaFucQ5t7gD99Mc3UfL4H,https://api.spotify.com/v1/audio-analysis/1IaFucQ5t7gD99Mc3UfL4H,306129,4,classical
0.488,0.222,2,-20.153,1,0.044,0.834,0.773,0.0781,0.701,140.799,audio_features,1JCgUhQjUvrLdGgUhuXgpw,spotify:track:1JCgUhQjUvrLdGgUhuXgpw,https://api.spotify.com/v1/tracks/1JCgUhQjUvrLdGgUhuXgpw,https://api.spotify.com/v1/audio-analysis/1JCgUhQjUvrLdGgUhuXgpw,151707,4,classical
0.656,0.0306,1,-24.631,1,0.131,0.991,0.894,0.119,0.691,68.954,audio_features,1JZOvjWUSHYhAYCTETumqf,spotify:track:1JZOvjWUSHYhAYCTETumqf,https://api.spotify.com/v1/tracks/1JZOvjWUSHYhAYCTETumqf,https://api.spotify.com/v1/audio-analysis/1JZOvjWUSHYhAYCTETumqf,125967,4,classical
0.421,0.0879,9,-24.879,1,0.0481,0.976,0.843,0.0809,0.134,136.201,audio_features,1JpLHLflM1uQXaLla5sF2O,spotify:track:1JpLHLflM1uQXaLla5sF2O,https://api.spotify.com/v1/tracks/1JpLHLflM1uQXaLla5sF2O,https://api.spotify.com/v1/audio-analysis/1JpLHLflM1uQXaLla5sF2O,423733,4,classical
